gene_stable_id,gene_name
ENSG00000158987,RAPGEF6
ENSG00000152457,DCLRE1C
ENSG00000125898,FAM110A
ENSG00000196787,HIST1H2AG
ENSG00000198919,DZIP3
ENSG00000132646,PCNA
ENSG00000137807,KIF23
ENSG00000011426,ANLN
ENSG00000115163,CENPA
ENSG00000148773,MKI67
ENSG00000165304,MELK
ENSG00000071539,TRIP13
ENSG00000175063,UBE2C
ENSG00000073111,MCM2
ENSG00000112118,MCM3
ENSG00000111206,FOXM1
ENSG00000120539,MASTL
ENSG00000075131,TIPIN
ENSG00000146670,CDCA5
ENSG00000137135,ARHGEF39
ENSG00000104738,MCM4
ENSG00000137310,TCF19
ENSG00000149636,DSN1
ENSG00000151503,NCAPD3
ENSG00000109805,NCAPG
ENSG00000146918,NCAPG2
ENSG00000163918,RFC4
ENSG00000163950,SLBP
ENSG00000138376,BARD1
ENSG00000136492,BRIP1
ENSG00000006634,DBF4
ENSG00000010292,NCAPD2
ENSG00000164754,RAD21
ENSG00000178966,RMI1
ENSG00000162607,USP1
ENSG00000128951,DUT
ENSG00000205208,C4ORF46
ENSG00000156136,DCK
ENSG00000159055,MIS18A
ENSG00000101224,CDC25B
ENSG00000164104,HMGB2
ENSG00000076248,UNG
ENSG00000079616,KIF22
ENSG00000198924,DCLRE1A
ENSG00000138182,KIF20B
ENSG00000100479,POLE2
ENSG00000140525,FANCI
ENSG00000121211,MND1
ENSG00000070950,RAD18
ENSG00000104889,RNASEH2A
ENSG00000111602,TIMELESS
ENSG00000133302,ANKRD32
ENSG00000062822,POLD1
ENSG00000080345,RIF1
ENSG00000161888,SPC24
ENSG00000117632,STMN1
ENSG00000123975,CKS2
ENSG00000092853,CLSPN
ENSG00000118655,DCLRE1B
ENSG00000196290,NIF3L1
ENSG00000014138,POLA2
ENSG00000051341,POLQ
ENSG00000123737,EXOSC9
ENSG00000174442,ZWILCH
ENSG00000137770,CTDSPL2
ENSG00000164032,H2AFZ
ENSG00000189308,LIN54
ENSG00000146263,MMS22L
ENSG00000168411,RFWD3
ENSG00000108055,SMC3
ENSG00000060688,SNRNP40
ENSG00000132773,TOE1
ENSG00000105011,ASF1B
ENSG00000175216,CKAP5
ENSG00000097046,CDC7
ENSG00000136982,DSCC1
ENSG00000143498,TAF1A
ENSG00000165244,ZNF367
ENSG00000166004,CEP295
ENSG00000100714,MTHFD1
ENSG00000171792,RHNO1
ENSG00000126453,BCL2L12
ENSG00000178295,GEN1
ENSG00000172167,MTBP
ENSG00000113569,NUP155
ENSG00000125450,NUP85
ENSG00000197061,HIST1H4C
ENSG00000170540,ARL6IP1
ENSG00000178074,C2ORF69
ENSG00000183814,LIN9
ENSG00000164163,ABCE1
ENSG00000009954,BAZ1B
ENSG00000145375,SPATA5
ENSG00000136108,CKAP2
ENSG00000228716,DHFR
ENSG00000132780,NASP
ENSG00000113456,RAD1
ENSG00000142856,ITGB3BP
ENSG00000146143,PRIM2
ENSG00000116161,CACYBP
ENSG00000103121,CMC2
ENSG00000104626,ERI1
ENSG00000155561,NUP205
ENSG00000135336,ORC3
ENSG00000253729,PRKDC
ENSG00000075303,SLC25A40
ENSG00000142528,ZNF473
ENSG00000173848,NET1
ENSG00000117748,RPA2
ENSG00000108424,KPNB1
ENSG00000213347,MXD3
ENSG00000120253,NUP43
ENSG00000166037,CEP57
ENSG00000148019,CEP78
ENSG00000177733,HNRNPA0
ENSG00000174891,RSRC1
ENSG00000105866,SP4
ENSG00000116560,SFPQ
ENSG00000178105,DDX10
ENSG00000156787,TBC1D31
ENSG00000166483,WEE1
ENSG00000088305,DNMT3B
ENSG00000197409,HIST1H3D
ENSG00000278637,HIST1H4A
ENSG00000113649,TCERG1
ENSG00000109084,TMEM97
ENSG00000121988,ZRANB3
ENSG00000113460,BRIX1
ENSG00000204536,CCHCR1
ENSG00000095485,CWF19L1
ENSG00000163257,DCAF16
ENSG00000137563,GGH
ENSG00000197451,HNRNPAB
ENSG00000153487,ING1
ENSG00000116691,MIIP
ENSG00000172336,POP7
ENSG00000175643,RMI2
ENSG00000156384,SFR1
ENSG00000163029,SMC6
ENSG00000161547,SRSF2
ENSG00000116750,UCHL5
ENSG00000129355,CDKN2D
ENSG00000153207,AHCTF1
ENSG00000273983,HIST1H3G
ENSG00000204519,ZNF551
ENSG00000122483,CCDC18
ENSG00000165732,DDX21
ENSG00000249115,HAUS5
ENSG00000119285,HEATR1
ENSG00000088247,KHSRP
ENSG00000136937,NCBP1
ENSG00000108395,TRIM37
ENSG00000183647,ZNF530
ENSG00000149548,CCDC15
ENSG00000124207,CSE1L
ENSG00000277075,HIST1H2AE
ENSG00000175279,APITD1
ENSG00000106554,CHCHD3
ENSG00000165501,LRR1
ENSG00000132781,MUTYH
ENSG00000034693,PEX3
ENSG00000168003,SLC3A2
ENSG00000120438,TCP1
ENSG00000154473,BUB3
ENSG00000180573,HIST1H2AC
ENSG00000100401,RANGAP1
ENSG00000143190,POU2F1
ENSG00000139133,ALG10
ENSG00000111911,HINT3
ENSG00000276368,HIST1H2AJ
ENSG00000274641,HIST1H2BO
ENSG00000170144,HNRNPA3
ENSG00000108559,NUP88
ENSG00000092201,SUPT16H
ENSG00000036257,CUL3
ENSG00000167130,DOLPP1
ENSG00000006625,GGCT
ENSG00000147536,GINS4
ENSG00000115207,GTF3C2
ENSG00000196747,HIST1H2AI
ENSG00000278272,HIST1H3C
ENSG00000135486,HNRNPA1
ENSG00000136504,KAT7
ENSG00000165055,METTL2B
ENSG00000167842,MIS12
ENSG00000113318,MSH3
ENSG00000083093,PALB2
ENSG00000137193,PIM1
ENSG00000048991,R3HDM1
ENSG00000093183,SEC22C
ENSG00000278677,HIST1H2AM
ENSG00000174720,LARP7
ENSG00000172795,DCP2
ENSG00000180596,HIST1H2BC
ENSG00000104756,KCTD9
ENSG00000124596,OARD1
ENSG00000196866,HIST1H2AD
ENSG00000198900,TOP1
ENSG00000108384,RAD51C
ENSG00000181026,AEN
ENSG00000129173,E2F8
ENSG00000167670,CHAF1A
ENSG00000065328,MCM10
ENSG00000177917,ARL6IP6
ENSG00000127423,AUNIP
ENSG00000101868,POLA1
ENSG00000131153,GINS2
ENSG00000169379,ARL13B
ENSG00000053372,MRTO4
ENSG00000123374,CDK2
ENSG00000189057,FAM111B
ENSG00000166197,NOLC1
ENSG00000137054,POLR1E
ENSG00000122565,CBX3
ENSG00000151849,CENPJ
ENSG00000213551,DNAJC9
ENSG00000148229,POLE3
ENSG00000141499,WRAP53
ENSG00000100749,VRK1
ENSG00000184220,CMSS1
ENSG00000139350,NEDD1
ENSG00000115875,SRSF7
ENSG00000042088,TDP1
ENSG00000149929,HIRIP3
ENSG00000198912,C1ORF174
ENSG00000071794,HLTF
ENSG00000205659,LIN52
ENSG00000148835,TAF5
ENSG00000174799,CEP135
ENSG00000122566,HNRNPA2B1
ENSG00000164758,MED30
ENSG00000184260,HIST2H2AC
ENSG00000168476,REEP4
ENSG00000145354,CISD2
ENSG00000142892,PIGK
ENSG00000105968,H2AFV
ENSG00000137504,CREBZF
ENSG00000275713,HIST1H2BH
ENSG00000273703,HIST1H2BM
ENSG00000130299,GTPBP3
ENSG00000102900,NUP93
ENSG00000172613,RAD9A
ENSG00000185591,SP1
ENSG00000115159,GPD2
ENSG00000275221,HIST1H2AK
ENSG00000136518,ACTL6A
ENSG00000064703,DDX20
ENSG00000089280,FUS
ENSG00000105447,GRWD1
ENSG00000256269,HMBS
ENSG00000115942,ORC2
ENSG00000073050,XRCC1
ENSG00000094914,AAAS
ENSG00000160072,ATAD3B
ENSG00000128272,ATF4
ENSG00000148153,INIP
ENSG00000277443,MARCKS
ENSG00000137710,RDX
ENSG00000086827,ZW10
ENSG00000109332,UBE2D3
ENSG00000172071,EIF2AK3
ENSG00000124201,ZNFX1
ENSG00000162063,CCNF
ENSG00000129484,PARP2
ENSG00000121957,GPSM2
ENSG00000092140,G2E3
ENSG00000092470,WDR76
ENSG00000077514,POLD3
ENSG00000139354,GAS2L3
ENSG00000076003,MCM6
ENSG00000197275,RAD54B
ENSG00000168393,DTYMK
ENSG00000093000,NUP50
ENSG00000136861,CDK5RAP2
ENSG00000101057,MYBL2
ENSG00000186193,SAPCD2
ENSG00000149136,SSRP1
ENSG00000115687,PASK
ENSG00000170264,FAM161A
ENSG00000182481,KPNA2
ENSG00000152193,RNF219
ENSG00000159131,GART
ENSG00000070814,TCOF1
ENSG00000146842,TMEM209
ENSG00000197056,ZMYM1
ENSG00000030066,NUP160
ENSG00000214367,HAUS3
ENSG00000180198,RCC1
ENSG00000106144,CASP2
ENSG00000125454,SLC25A19
ENSG00000111196,MAGOHB
ENSG00000099901,RANBP1
ENSG00000178691,SUZ12
ENSG00000123505,AMD1
ENSG00000004455,AK2
ENSG00000048028,USP28
ENSG00000136811,ODF2
ENSG00000106615,RHEB
ENSG00000115392,FANCL
ENSG00000137831,UACA
ENSG00000140526,ABHD2
ENSG00000135045,C9ORF40
ENSG00000204315,FKBPL
ENSG00000163938,GNL3
ENSG00000169045,HNRNPH1
ENSG00000100395,L3MBTL2
ENSG00000158042,MRPL17
ENSG00000164134,NAA15
ENSG00000162521,RBBP4
ENSG00000156795,WDYHV1
ENSG00000167635,ZNF146
ENSG00000278828,HIST1H3H
ENSG00000136997,MYC
ENSG00000198836,OPA1
ENSG00000145241,CENPC
ENSG00000167186,COQ7
ENSG00000186687,LYRM7
ENSG00000237190,CDKN2AIPNL
ENSG00000125107,CNOT1
ENSG00000068796,KIF2A
ENSG00000196365,LONP1
ENSG00000189091,SF3B3
ENSG00000151353,TMEM18
ENSG00000166896,XRCC6BP1
ENSG00000124459,ZNF45
ENSG00000189159,HN1
ENSG00000163923,RPL39L
ENSG00000134253,TRIM45
ENSG00000143458,GABPB2
ENSG00000265241,RBM8A
ENSG00000117505,DR1
ENSG00000122257,RBBP6
ENSG00000181218,HIST3H2A
ENSG00000159216,RUNX1
ENSG00000165891,E2F7
ENSG00000184678,HIST2H2BE
ENSG00000013810,TACC3
ENSG00000154839,SKA1
ENSG00000186871,ERCC6L
ENSG00000116062,MSH6
ENSG00000119403,PHF19
ENSG00000158169,FANCC
ENSG00000077684,JADE1
ENSG00000213390,ARHGAP19
ENSG00000095002,MSH2
ENSG00000167513,CDT1
ENSG00000051825,MPHOSPH9
ENSG00000132436,FIGNL1
ENSG00000145604,SKP2
ENSG00000114346,ECT2
ENSG00000143815,LBR
ENSG00000276043,UHRF1
ENSG00000170779,CDCA4
ENSG00000124795,DEK
ENSG00000101412,E2F1
ENSG00000049541,RFC2
ENSG00000127564,PKMYT1
ENSG00000163781,TOPBP1
ENSG00000213186,TRIM59
ENSG00000166845,C18ORF54
ENSG00000130816,DNMT1
ENSG00000161980,POLR3K
ENSG00000101596,SMCHD1
ENSG00000152455,SUV39H2
ENSG00000136527,TRA2B
ENSG00000186185,KIF18B
ENSG00000196230,TUBB
ENSG00000135316,SYNCRIP
ENSG00000104064,GABPB1
ENSG00000138780,GSTCD
ENSG00000025770,NCAPH2
ENSG00000091436,PK
ENSG00000167088,SNRPD1
ENSG00000090447,TFAP4
ENSG00000177084,POLE
ENSG00000162062,C16ORF59
ENSG00000101945,SUV39H1
ENSG00000198176,TFDP1
ENSG00000155189,AGPAT5
ENSG00000094916,CBX5
ENSG00000132661,NXT1
ENSG00000166788,SAAL1
ENSG00000072501,SMC1A
ENSG00000110713,NUP98
ENSG00000101639,CEP192
ENSG00000185104,FAF1
ENSG00000213024,NUP62
ENSG00000167081,PBX3
ENSG00000035928,RFC1
ENSG00000153048,CARHSP1
ENSG00000150753,CCT5
ENSG00000183137,CEP57L1
ENSG00000217555,CKLF
ENSG00000092036,HAUS4
ENSG00000178177,LCORL
ENSG00000135912,TTLL4
ENSG00000198039,ZNF273
ENSG00000171681,ATF7IP
ENSG00000118412,CASP8AP2
ENSG00000160957,RECQL4
ENSG00000012963,UBR7
ENSG00000104472,CHRAC1
ENSG00000183150,GPR19
ENSG00000152240,HAUS1
ENSG00000169813,HNRNPF
ENSG00000125944,HNRNPR
ENSG00000133739,LRRCC1
ENSG00000278259,MYO19
ENSG00000124789,NUP153
ENSG00000144283,PKP4
ENSG00000136699,SMPD4
ENSG00000198860,TSEN15
ENSG00000029993,HMGB3
ENSG00000111554,MDM1
ENSG00000141560,FN3KRP
ENSG00000185697,MYBL1
ENSG00000112759,SLC29A1
ENSG00000118007,STAG1
ENSG00000177302,TOP3A
ENSG00000145996,CDKAL1
ENSG00000203760,CENPW
ENSG00000112877,CEP72
ENSG00000123136,DDX39A
ENSG00000109606,DHX15
ENSG00000182263,FIGN
ENSG00000143321,HDGF
ENSG00000153187,HNRNPU
ENSG00000011304,PTBP1
ENSG00000130204,TOMM40
ENSG00000160352,ZNF714
ENSG00000029363,BCLAF1
ENSG00000276966,HIST1H4E
ENSG00000115966,ATF2
ENSG00000144320,KIAA1715
ENSG00000006576,PHTF2
ENSG00000090861,AARS
ENSG00000197785,ATAD3A
ENSG00000182944,EWSR1
ENSG00000167491,GATAD2A
ENSG00000100281,HMGXB4
ENSG00000153936,HS2ST1
ENSG00000086200,IPO11
ENSG00000169683,LRRC45
ENSG00000277161,PIGW
ENSG00000221823,PPP3R1
ENSG00000164306,PRIMPOL
ENSG00000136104,RNASEH2B
ENSG00000155380,SLC16A1
ENSG00000188529,SRSF10
ENSG00000197020,ZNF100
ENSG00000105325,FZR1
ENSG00000164105,SAP30
ENSG00000184270,HIST2H2AB
ENSG00000171456,ASXL1
ENSG00000175455,CCDC14
ENSG00000102974,CTCF
ENSG00000157540,DYRK1A
ENSG00000151876,FBXO4
ENSG00000184357,HIST1H1B
ENSG00000276180,HIST1H4I
ENSG00000161048,NAPEPLD
ENSG00000124160,NCOA5
ENSG00000184990,SIVA1
ENSG00000105849,TWISTNB
ENSG00000173041,ZNF680
ENSG00000141480,ARRB2
ENSG00000155096,AZIN1
ENSG00000130921,C12ORF65
ENSG00000111530,CAND1
ENSG00000127586,CHTF18
ENSG00000181192,DHTKD1
ENSG00000170291,ELP5
ENSG00000106105,GARS
ENSG00000160818,GPATCH4
ENSG00000213397,HAUS7
ENSG00000198830,HMGN2
ENSG00000115541,HSPE1
ENSG00000214706,IFRD2
ENSG00000154146,NRGN
ENSG00000163939,PBRM1
ENSG00000137492,PRKRIR
ENSG00000167461,RAB8A
ENSG00000173473,SMARCC1
ENSG00000169689,STRA13
ENSG00000187735,TCEA1
ENSG00000160949,TONSL
ENSG00000143337,TOR1AIP1
ENSG00000126215,XRCC3
ENSG00000196247,ZNF107
ENSG00000146757,ZNF92
ENSG00000165724,ZMYND19
ENSG00000205937,RNPS1
ENSG00000181904,C5ORF24
ENSG00000278588,HIST1H2BI
ENSG00000096746,HNRNPH3
ENSG00000144381,HSPD1
ENSG00000121774,KHDRBS1
ENSG00000132466,ANKRD17
ENSG00000112578,BYSL
ENSG00000203667,COX20
ENSG00000153015,CWC27
ENSG00000001630,CYP51A1
ENSG00000105516,DBP
ENSG00000107371,EXOSC3
ENSG00000119906,FAM178A
ENSG00000180998,GPR137C
ENSG00000103550,KNOP1
ENSG00000001497,LAS1L
ENSG00000130520,LSM4
ENSG00000138750,NUP54
ENSG00000139496,NUPL1
ENSG00000104524,PYCRL
ENSG00000114767,RRP9
ENSG00000198887,SMC5
ENSG00000161981,SNRNP25
ENSG00000133226,SRRM1
ENSG00000125482,TTF1
ENSG00000227057,WDR46
ENSG00000165392,WRN
ENSG00000185947,ZNF267
ENSG00000081019,RSBN1
ENSG00000165494,PCF11
ENSG00000187837,HIST1H1C
ENSG00000158406,HIST1H4H
ENSG00000186625,KATNA1
ENSG00000168906,MAT2A
ENSG00000153574,RPIA
ENSG00000167565,SERTAD3
ENSG00000145687,SSBP2
ENSG00000105576,TNPO2
ENSG00000109971,HSPA8
ENSG00000130522,JUND
ENSG00000114120,SLC25A36
ENSG00000183864,TOB2
ENSG00000172466,ZNF24
ENSG00000189266,PNRC2
ENSG00000129657,SEC14L1
ENSG00000141380,SS18
ENSG00000100784,RPS6KA5
ENSG00000145390,USP53
ENSG00000163683,SMIM14
ENSG00000115415,STAT1
ENSG00000133639,BTG1
ENSG00000109685,WHSC1
ENSG00000134222,PSRC1
ENSG00000128944,KNSTRN
ENSG00000198056,PRIM1
ENSG00000164649,CDCA7L
ENSG00000187741,FANCA
ENSG00000112039,FANCE
ENSG00000198331,HYLS1
ENSG00000128050,PAICS
ENSG00000092964,DPYSL2
ENSG00000130713,EXOSC2
ENSG00000138668,HNRNPD
ENSG00000164985,PSIP1
ENSG00000123080,CDKN2C
ENSG00000154429,CCSAP
ENSG00000198055,GRK6
ENSG00000213160,KLHL23
ENSG00000128973,CLN6
ENSG00000096060,FKBP5
ENSG00000137814,HAUS2
ENSG00000083642,PDS5B
ENSG00000128059,PPAT
ENSG00000136875,PRPF4
ENSG00000152795,HNRNPDL
ENSG00000173145,NOC3L
ENSG00000068028,RASSF1
ENSG00000167553,TUBA1C
ENSG00000108423,TUBD1
ENSG00000135446,CDK4
ENSG00000115504,EHBP1
ENSG00000179820,MYADM
ENSG00000153107,ANAPC1
ENSG00000132017,DCAF15
ENSG00000129351,ILF3
ENSG00000103495,MAZ
ENSG00000107672,NSMCE4A
ENSG00000184207,PGP
ENSG00000079387,SENP1
ENSG00000169375,SIN3A
ENSG00000168883,USP39
ENSG00000160193,WDR4
ENSG00000166986,MARS
ENSG00000134138,MEIS2
ENSG00000105281,SLC1A5
ENSG00000182504,CEP97
ENSG00000147155,EBP
ENSG00000173226,IQCB1
ENSG00000154814,OXNAD1
ENSG00000182185,RAD51B
ENSG00000123352,SPATS2
ENSG00000110108,TMEM109
ENSG00000197472,ZNF695
ENSG00000140743,CDR2
ENSG00000108256,NUFIP2
ENSG00000102977,ACD
ENSG00000107581,EIF3A
ENSG00000172432,GTPBP2
ENSG00000278463,HIST1H2AB
ENSG00000197153,HIST1H3J
ENSG00000275126,HIST1H4L
ENSG00000182199,SHMT2
ENSG00000119953,SMNDC1
ENSG00000054118,THRAP3
ENSG00000074582,BCS1L
ENSG00000130695,CEP85
ENSG00000077348,EXOSC5
ENSG00000197601,FAR1
ENSG00000113013,HSPA9
ENSG00000081870,HSPB11
ENSG00000138030,KHK
ENSG00000079462,PAFAH1B3
ENSG00000106628,POLD2
ENSG00000110958,PTGES3
ENSG00000179262,RAD23A
ENSG00000115902,SLC1A4
ENSG00000151287,TEX30
ENSG00000121775,TMEM39B
ENSG00000105173,CCNE1
ENSG00000130164,LDLR
ENSG00000198081,ZBTB14
ENSG00000010244,ZNF207
ENSG00000170037,CNTROB
ENSG00000277157,HIST1H4D
ENSG00000173588,CEP83
ENSG00000128191,DGCR8
ENSG00000164284,GRPEL2
ENSG00000132356,PRKAA1
ENSG00000111371,SLC38A1
ENSG00000172716,SLFN11
ENSG00000149483,TMEM138
ENSG00000112297,AIM1
ENSG00000116127,ALMS1
ENSG00000084774,CAD
ENSG00000169504,CLIC4
ENSG00000126749,EMG1
ENSG00000152749,GPR180
ENSG00000102753,KPNA3
ENSG00000187109,NAP1L1
ENSG00000122643,NT5C3A
ENSG00000090273,NUDC
ENSG00000166889,PATL1
ENSG00000148985,PGAP2
ENSG00000243207,PPAN-P2RY11
ENSG00000121481,RNF2
ENSG00000163584,RPL22L1
ENSG00000112081,SRSF3
ENSG00000168439,STIP1
ENSG00000136270,TBRG4
ENSG00000107341,UBE2R2
ENSG00000096654,ZNF184
ENSG00000105750,ZNF85
ENSG00000135541,AHI1
ENSG00000144827,ABHD10
ENSG00000278540,ACACA
ENSG00000115760,BIRC6
ENSG00000147654,EBAG9
ENSG00000172534,HCFC1
ENSG00000006652,IFRD1
ENSG00000204568,MRPS18B
ENSG00000165195,PIGA
ENSG00000117569,PTBP2
ENSG00000119318,RAD23B
ENSG00000008294,SPAG9
ENSG00000113407,TARS
ENSG00000197008,ZNF138
ENSG00000135776,ABCB10
ENSG00000143727,ACP1
ENSG00000189079,ARID2
ENSG00000107779,BMPR1A
ENSG00000118961,C2ORF43
ENSG00000181751,C5ORF30
ENSG00000141076,CIRH1A
ENSG00000110063,DCPS
ENSG00000145833,DDX46
ENSG00000157538,DSCR3
ENSG00000106263,EIF3B
ENSG00000131558,EXOC4
ENSG00000079150,FKBP7
ENSG00000133393,FOPNL
ENSG00000145907,G3BP1
ENSG00000152133,GPATCH11
ENSG00000206527,HACD2
ENSG00000138796,HADH
ENSG00000124575,HIST1H1D
ENSG00000274290,HIST1H2BE
ENSG00000203852,HIST2H3A
ENSG00000183598,HIST2H3D
ENSG00000080824,HSP90AA1
ENSG00000004487,KDM1A
ENSG00000104731,KLHDC4
ENSG00000121897,LIAS
ENSG00000127804,METTL16
ENSG00000114686,MRPL3
ENSG00000186575,NF2
ENSG00000188313,PLSCR1
ENSG00000160783,PMF1
ENSG00000163933,RFT1
ENSG00000155906,RMND1
ENSG00000153147,SMARCA5
ENSG00000168778,TCTN2
ENSG00000159445,THEM4
ENSG00000079134,THOC1
ENSG00000139921,TMX1
ENSG00000064419,TNPO3
ENSG00000131462,TUBG1
