gene_stable_id,gene_name
,CDC45L
ENSG00000204410,MSH5
,SAS-6
ENSG00000103995,CEP152
ENSG00000138764,CCNG2
ENSG00000138778,CENPE
,CDC2
ENSG00000035499,DEPDC1B
,MGC33371
ENSG00000143476,DTL
,NY-REN-41
ENSG00000138376,BARD1
,FLJ11331
ENSG00000164978,NUDT2
,ORC1L
ENSG00000196584,XRCC2
ENSG00000168496,FEN1
ENSG00000144354,CDCA7
,FLJ20323
ENSG00000149503,INCENP
ENSG00000161800,RACGAP1
ENSG00000094880,CDC23
ENSG00000163541,SUCLG1
ENSG00000134057,CCNB1
,TRIP
ENSG00000162775,RBM15
ENSG00000127337,YEATS4
ENSG00000125885,MCM8
ENSG00000143401,ANP32E
,C20ORF55
ENSG00000273983,HIST1H3G
ENSG00000168078,PBK
,KNTC2
ENSG00000171848,RRM2
,ORC6L
ENSG00000213347,MXD3
ENSG00000189403,HMGB1
ENSG00000109743,BST1
,LOC116143
ENSG00000138160,KIF11
ENSG00000119969,HELLS
ENSG00000168404,MLKL
,TBPIP
ENSG00000198901,PRC1
ENSG00000105617,LENG1
,FLJ32130
ENSG00000274997,HIST1H2AH
ENSG00000196747,HIST1H2AI
,KIAA1712
,C6ORF139
ENSG00000051180,RAD51
,SMC2L1
ENSG00000169679,BUB1
,CCDC2
ENSG00000184445,KNTC1
ENSG00000182481,KPNA2
ENSG00000274641,HIST1H2BO
ENSG00000111665,CDCA3
,PPIL5
,C14ORF145
,MGC4308
,FLJ20641
,LOC55831
ENSG00000113368,LMNB1
,FLJ22624
,PSF1
ENSG00000158987,RAPGEF6
ENSG00000075218,GTSE1
ENSG00000117500,TMED5
ENSG00000076382,SPAG5
ENSG00000011426,ANLN
ENSG00000111445,RFC5
,TNFSF5IP1
,SFRS6
,STK6
ENSG00000105467,SYNGR4
ENSG00000116830,TTF2
ENSG00000153044,CENPH
ENSG00000138587,MNS1
,C20ORF129
,HIST1H3C
ENSG00000274750,HIST1H3E
ENSG00000171241,SHCBP1
,KIAA1524
ENSG00000145375,SPATA5
ENSG00000108106,UBE2S
ENSG00000204386,NEU1
,BRRN1
ENSG00000139618,BRCA2
,C10ORF3
ENSG00000167325,RRM1
ENSG00000145386,CCNA2
ENSG00000164611,PTTG1
ENSG00000070950,RAD18
ENSG00000124575,HIST1H1D
ENSG00000100297,MCM5
ENSG00000221829,FANCG
ENSG00000133466,C1QTNF6
,C8ORF20
ENSG00000143033,MTF2
ENSG00000231607,DLEU2
ENSG00000167130,DOLPP1
,JMJD2D
,C6ORF80
,FLJ39660
,C15ORF20
,FLJ30655
ENSG00000007968,E2F2
ENSG00000116922,C1ORF109
ENSG00000162735,PEX19
ENSG00000187678,SPRY4
ENSG00000145908,ZNF300
,GIYD2
ENSG00000112029,FBXO5
ENSG00000137563,GGH
ENSG00000167384,ZNF180
ENSG00000147601,TERF1
ENSG00000160298,C21ORF58
ENSG00000172785,CBWD1
ENSG00000135913,USP37
ENSG00000136682,CBWD2
ENSG00000183840,GPR39
ENSG00000014641,MDH1
ENSG00000112877,CEP72
,MGC35361
ENSG00000077157,PPP1R12B
ENSG00000100401,RANGAP1
,C6ORF84
,FLJ45717
ENSG00000171940,ZNF217
ENSG00000120539,MASTL
ENSG00000125743,SNRPD2
ENSG00000142230,SAE1
ENSG00000080839,RBL1
,KIAA0101
,LOC81691
,FLJ36070
ENSG00000105370,LIM2
ENSG00000152422,XRCC4
ENSG00000171960,PPIH
ENSG00000176225,RTTN
,FAM64A
ENSG00000004700,RECQL
ENSG00000187837,HIST1H1C
,KIAA0286
ENSG00000170860,LSM3
ENSG00000138629,UBL7
,FLJ40869
ENSG00000137821,LRRC49
ENSG00000156853,ZNF689
ENSG00000197409,HIST1H3D
ENSG00000149554,CHEK1
ENSG00000129355,CDKN2D
ENSG00000090889,KIF4A
,SFRS1
ENSG00000173456,RNF26
ENSG00000276368,HIST1H2AJ
ENSG00000100526,CDKN3
,FLJ13912
,DC13
ENSG00000175782,SLC35E3
ENSG00000233822,HIST1H2BN
ENSG00000113456,RAD1
,HCAP-D3
,C21ORF45
ENSG00000137310,TCF19
ENSG00000104738,MCM4
ENSG00000113649,TCERG1
ENSG00000180573,HIST1H2AC
,MGC15677
,MRE11A
ENSG00000188486,H2AFX
,C13ORF3
ENSG00000086200,IPO11
,IMP-3
ENSG00000106355,LSM5
ENSG00000221838,AP4M1
,MGC13170
ENSG00000196890,HIST3H2BB
,MGC47869
ENSG00000115657,ABCB6
,WDR51A
ENSG00000277224,HIST1H2BF
,LOC158160
ENSG00000111581,NUP107
,C6ORF166
ENSG00000162745,OLFML2B
ENSG00000152457,DCLRE1C
ENSG00000120802,TMPO
ENSG00000140259,MFAP1
ENSG00000154920,EME1
ENSG00000164045,CDC25A
,C14ORF106
ENSG00000125834,STK35
ENSG00000183765,CHEK2
ENSG00000173599,PC
ENSG00000161542,PRPSAP1
,MGC13183
,DKFZP566O084
ENSG00000136026,CKAP4
ENSG00000119965,C10ORF88
,C14ORF80
ENSG00000120699,EXOSC8
ENSG00000123374,CDK2
ENSG00000143630,HCN3
ENSG00000143190,POU2F1
ENSG00000069275,NUCKS1
ENSG00000176340,COX8A
ENSG00000149308,NPAT
ENSG00000128951,DUT
ENSG00000112312,GMNN
ENSG00000137337,MDC1
,FSHPRH1
,FLJ10036
ENSG00000128708,HAT1
,FLJ20364
ENSG00000166441,RPL27A
ENSG00000106268,NUDT1
ENSG00000177613,CSTF2T
,PLEKHK1
,GIYD2
ENSG00000125835,SNRPB
ENSG00000155508,CNOT8
,FAM29A
,LOC159090
ENSG00000178921,PFAS
,ARL6IP
ENSG00000168148,HIST3H3
ENSG00000275714,HIST1H3A
ENSG00000175793,SFN
,PCNT1
,SGOL2
ENSG00000234289,H2BFS
ENSG00000136243,NUPL2
ENSG00000171497,PPID
ENSG00000173273,TNKS
,MGC62100
ENSG00000163877,SNIP1
ENSG00000176953,NFATC2IP
,KIAA0406
ENSG00000158373,HIST1H2BD
,USP52
,KIAA1505
ENSG00000069275,NUCKS1
,HH114
,MGC16733
ENSG00000264343,NOTCH2NL
ENSG00000090263,MRPS33
ENSG00000122565,CBX3
ENSG00000113441,LNPEP
ENSG00000180447,GAS1
ENSG00000074266,EED
ENSG00000158246,FAM46B
,SET8
,TMEM55B
,TMEPAI
ENSG00000166483,WEE1
,IIP45
,FLJ33817
ENSG00000104881,PPP1R13L
,TRA1
,KIAA1754
,C14ORF143
ENSG00000147669,POLR2K
ENSG00000065970,FOXJ2
ENSG00000120437,ACAT2
,MGC14817
ENSG00000117010,ZNF684
ENSG00000162783,IER5
,MPHOSPH1
,RAD52B
ENSG00000035687,ADSS
,NOP5/NOP58
,MGC29814
ENSG00000206344,HCG27
ENSG00000134250,NOTCH2
ENSG00000047634,SCML1
ENSG00000100479,POLE2
ENSG00000014138,POLA2
ENSG00000083720,OXCT1
,SELK
,PXMP3
,H17
,VPS45A
ENSG00000134250,NOTCH2
,NRD1
ENSG00000109536,FRG1
ENSG00000109536,FRG1
ENSG00000135164,DMTF1
ENSG00000255112,CHMP1B
ENSG00000085662,AKR1B1
ENSG00000180008,SOCS4
ENSG00000196433,ASMT
ENSG00000196433,ASMT
ENSG00000086589,RBM22
ENSG00000004961,HCCS
ENSG00000104728,ARHGEF10
ENSG00000264343,NOTCH2NL
,KIAA1909
ENSG00000092964,DPYSL2
ENSG00000109956,B3GAT1
,KIAA1909
,FLJ22639
ENSG00000174827,PDZK1
ENSG00000121057,AKAP1
ENSG00000105605,CACNG7
ENSG00000168930,TRIM49
,JARID1B
,CSPG6
ENSG00000113318,MSH3
,LOC148137
ENSG00000108384,RAD51C
ENSG00000136492,BRIP1
ENSG00000112118,MCM3
ENSG00000196290,NIF3L1
ENSG00000179218,CALR
,HIST2H4
ENSG00000076248,UNG
ENSG00000140522,RLBP1
,C18ORF24
ENSG00000130844,ZNF331
,HIST2H4
ENSG00000139133,ALG10
ENSG00000115163,CENPA
ENSG00000110700,RPS13
ENSG00000137807,KIF23
,WDR67
,MGC34713
ENSG00000110218,PANX1
ENSG00000097046,CDC7
,NIFUN
ENSG00000111602,TIMELESS
ENSG00000115207,GTF3C2
ENSG00000101074,R3HDML
ENSG00000165572,KBTBD6
ENSG00000243811,APOBEC3D
,MGC10433
,CANP
ENSG00000115806,GORASP2
ENSG00000105866,SP4
ENSG00000073111,MCM2
ENSG00000079335,CDC14A
ENSG00000277075,HIST1H2AE
ENSG00000155561,NUP205
,PVRL1
ENSG00000126953,TIMM8A
ENSG00000117632,STMN1
,HIST2H2AA
ENSG00000088305,DNMT3B
ENSG00000134262,AP4B1
ENSG00000143373,ZNF687
ENSG00000149548,CCDC15
ENSG00000111206,FOXM1
,ORC3L
,HNRPL
ENSG00000176102,CSTF3
ENSG00000135723,FHOD1
ENSG00000082898,XPO1
ENSG00000115415,STAT1
ENSG00000132781,MUTYH
ENSG00000071243,ING3
ENSG00000197061,HIST1H4C
ENSG00000116560,SFPQ
ENSG00000183647,ZNF530
ENSG00000274290,HIST1H2BE
ENSG00000120253,NUP43
,CNAP1
ENSG00000187514,PTMA
,FLJ10379
ENSG00000094916,CBX5
ENSG00000143498,TAF1A
,MGC2650
ENSG00000196873,CBWD3
ENSG00000176619,LMNB2
ENSG00000170959,DCDC1
ENSG00000113569,NUP155
,PDCD8
ENSG00000204308,RNF5
ENSG00000137522,RNF121
,HNRPAB
ENSG00000178567,EPM2AIP1
,RIP
,FLJ21816
,SMARCA3
ENSG00000215021,PHB2
ENSG00000128585,MKLN1
ENSG00000164163,ABCE1
ENSG00000129691,ASH2L
ENSG00000153207,AHCTF1
ENSG00000132780,NASP
,C20ORF172
,PRIM2A
ENSG00000172795,DCP2
,HCAP-G
ENSG00000095485,CWF19L1
ENSG00000112242,E2F3
,ZNF294
ENSG00000105011,ASF1B
ENSG00000198900,TOP1
ENSG00000134574,DDB2
ENSG00000070087,PFN2
,CYB5-M
ENSG00000064995,TAF11
,C6ORF157
,ALS2CR15
ENSG00000142892,PIGK
ENSG00000065268,WDR18
,MCFP
ENSG00000185551,NR2F2
,FLJ23518
,RBAF600
ENSG00000117748,RPA2
,MGC5306
,ISG20L1
ENSG00000071539,TRIP13
,HNRPA0
ENSG00000131013,PPIL4
ENSG00000186625,KATNA1
ENSG00000010270,STARD3NL
ENSG00000080802,CNOT4
ENSG00000119138,KLF9
,EIF3S5
ENSG00000181991,MRPS11
ENSG00000233822,HIST1H2BN
,HRBL
,FLJ10385
,FLJ12760
ENSG00000166845,C18ORF54
ENSG00000121988,ZRANB3
ENSG00000165732,DDX21
ENSG00000178105,DDX10
ENSG00000079616,KIF22
,FLJ10891
ENSG00000101224,CDC25B
ENSG00000106153,CHCHD2
ENSG00000137710,RDX
,FLJ20516
,C9ORF46
,LOC387882
,SHFM1
ENSG00000188483,IER5L
,SMC1L1
ENSG00000168003,SLC3A2
ENSG00000088038,CNOT3
ENSG00000117713,ARID1A
,HT007
,HEAB
ENSG00000204519,ZNF551
ENSG00000049618,ARID1B
,SPBC24
,FLJ38973
ENSG00000258366,RTEL1
ENSG00000137497,NUMA1
ENSG00000033800,PIAS1
ENSG00000042753,AP2S1
,MGC26717
ENSG00000181467,RAP2B
ENSG00000135482,ZC3H10
ENSG00000108424,KPNB1
ENSG00000123384,LRP1
ENSG00000151151,IPMK
ENSG00000149929,HIRIP3
ENSG00000182004,SNRPE
ENSG00000196712,NF1
ENSG00000104889,RNASEH2A
ENSG00000153560,UBP1
,THRAP6
,WDR57
,THEX1
ENSG00000167842,MIS12
,C6ORF167
ENSG00000148773,MKI67
,CGI-121
ENSG00000124207,CSE1L
ENSG00000164920,OSR2
ENSG00000196865,NHLRC2
ENSG00000120802,TMPO
ENSG00000173540,GMPPB
ENSG00000277791,PSMB3
,C9ORF100
ENSG00000172336,POP7
ENSG00000181218,HIST3H2A
ENSG00000120526,NUDCD1
ENSG00000178462,TUBAL3
ENSG00000161513,FDXR
ENSG00000102078,SLC25A14
ENSG00000113368,LMNB1
,ALS2CR4
,GTL3
ENSG00000124459,ZNF45
,LOC51337
ENSG00000165244,ZNF367
,C11ORF30
ENSG00000165304,MELK
ENSG00000205531,NAP1L4
ENSG00000175054,ATR
,AIM1
ENSG00000277443,MARCKS
,C21ORF56
ENSG00000092853,CLSPN
ENSG00000172071,EIF2AK3
ENSG00000183814,LIN9
ENSG00000167081,PBX3
ENSG00000116750,UCHL5
ENSG00000138032,PPM1B
,C7ORF24
ENSG00000146678,IGFBP1
ENSG00000123975,CKS2
,GAJ
ENSG00000177628,GBA
ENSG00000241058,NSUN6
ENSG00000161970,RPL26
ENSG00000154473,BUB3
ENSG00000140365,COMMD4
ENSG00000026103,FAS
,KIAA0460
,STCH
ENSG00000129084,PSMA1
ENSG00000066557,LRRC40
ENSG00000173933,RBM4
ENSG00000136937,NCBP1
ENSG00000132676,DAP3
ENSG00000100714,MTHFD1
ENSG00000161618,ALDH16A1
ENSG00000247746,USP51
,HNRPUL1
,HTLF
,DCC1
,PP591
ENSG00000151923,TIAL1
ENSG00000144736,SHQ1
ENSG00000136108,CKAP2
ENSG00000036257,CUL3
ENSG00000164032,H2AFZ
,G3BP
,C6ORF130
ENSG00000102393,GLA
,METTL2
ENSG00000117318,ID3
ENSG00000128731,HERC2
ENSG00000075391,RASAL2
ENSG00000166153,DEPDC4
,RBM9
ENSG00000128534,LSM8
ENSG00000172175,MALT1
ENSG00000143977,SNRPG
ENSG00000069248,NUP133
ENSG00000111911,HINT3
,SFRS2
,RNASEN
ENSG00000158079,PTPDC1
,ZFYVE20
ENSG00000135069,PSAT1
ENSG00000062822,POLD1
ENSG00000101150,TPD52L2
ENSG00000153487,ING1
ENSG00000196296,ATP2A1
ENSG00000163918,RFC4
ENSG00000147274,RBMX
ENSG00000137831,UACA
ENSG00000088247,KHSRP
ENSG00000111640,GAPDH
,LOC285989
,MAC30
ENSG00000122550,KLHL7
,HSPC129
ENSG00000090520,DNAJB11
ENSG00000162613,FUBP1
ENSG00000176390,CRLF3
ENSG00000138495,COX17
ENSG00000163661,PTX3
ENSG00000163950,SLBP
,C10ORF78
,SUNC1
ENSG00000227345,PARG
ENSG00000164754,RAD21
,DKFZP686L1814
,FLJ30596
ENSG00000227345,PARG
ENSG00000099810,MTAP
ENSG00000156136,DCK
ENSG00000128272,ATF4
,MYST2
,ZF
,FLJ20125
,KIAA0859
ENSG00000126456,IRF3
ENSG00000123737,EXOSC9
,K-ALPHA-1
ENSG00000148082,SHC3
ENSG00000080345,RIF1
,C9ORF76
,LYPLA3
,LOC152185
ENSG00000159216,RUNX1
ENSG00000169087,HSPBAP1
,SUV420H2
,SC65
ENSG00000184270,HIST2H2AB
,DC2
ENSG00000008988,RPS20
ENSG00000111331,OAS3
ENSG00000132780,NASP
ENSG00000254772,EEF1G
ENSG00000108932,SLC16A6
,APITD1
,MGC24665
ENSG00000115159,GPD2
,FLJ46020
,SLD5
ENSG00000213246,SUPT4H1
ENSG00000116604,MEF2D
ENSG00000174652,ZNF266
ENSG00000257365,FNTB
,FLJ10853
ENSG00000132305,IMMT
ENSG00000178691,SUZ12
ENSG00000132646,PCNA
ENSG00000213949,ITGA1
ENSG00000125813,PAX1
,ARL2L1
,HNRPA3
ENSG00000223496,EXOSC6
ENSG00000151923,TIAL1
ENSG00000198356,ASNA1
,IGSF4D
ENSG00000144061,NPHP1
ENSG00000171617,ENC1
ENSG00000034693,PEX3
,MGC35402
ENSG00000182263,FIGN
ENSG00000170836,PPM1D
ENSG00000146083,RNF44
ENSG00000092201,SUPT16H
ENSG00000143742,SRP9
,FLJ34790
ENSG00000092470,WDR76
ENSG00000164615,CAMLG
ENSG00000080371,RAB21
ENSG00000101057,MYBL2
,SEC22L3
ENSG00000131849,ZNF132
ENSG00000169282,KCNAB1
ENSG00000137193,PIM1
,FLJ45202
ENSG00000168556,ING2
,MGC40499
ENSG00000106554,CHCHD3
,FLJ12442
ENSG00000079459,FDFT1
ENSG00000172809,RPL38
ENSG00000239306,RBM14
,LOC90799
,FLJ10211
ENSG00000110218,PANX1
ENSG00000164616,FBXL21
ENSG00000120158,RCL1
ENSG00000116161,CACYBP
ENSG00000013573,DDX11
ENSG00000129292,PHF20L1
ENSG00000161914,ZNF653
ENSG00000176014,TUBB6
ENSG00000109576,AADAT
ENSG00000131469,RPL27
ENSG00000145703,IQGAP2
