gene_stable_id,gene_name
ENSG00000156787,TBC1D31
ENSG00000156876,SASS6
ENSG00000156970,BUB1B
ENSG00000157456,CCNB2
ENSG00000158373,H2BC5
ENSG00000158402,CDC25C
ENSG00000159055,MIS18A
ENSG00000159216,RUNX1
ENSG00000161618,ALDH16A1
ENSG00000161692,DBF4B
ENSG00000162613,FUBP1
ENSG00000162783,IER5
ENSG00000163125,RPRD2
ENSG00000163507,CIP2A
ENSG00000163611,SPICE1
ENSG00000163877,SNIP1
ENSG00000164032,H2AZ1
ENSG00000164087,POC1A
ENSG00000164109,MAD2L1
ENSG00000164163,ABCE1
ENSG00000164615,CAMLG
ENSG00000164751,PEX2
ENSG00000164758,MED30
ENSG00000165244,ZNF367
ENSG00000165304,MELK
ENSG00000165480,SKA3
ENSG00000165490,DDIAS
ENSG00000165501,LRR1
ENSG00000166153,DEPDC4
ENSG00000166483,WEE1
ENSG00000166851,PLK1
ENSG00000166881,NEMP1
ENSG00000166965,RCCD1
ENSG00000166997,CNPY4
ENSG00000167325,RRM1
ENSG00000167384,ZNF180
ENSG00000167562,ZNF701
ENSG00000167716,WDR81
ENSG00000167747,C19ORF48
ENSG00000167900,TK1
ENSG00000168078,PBK
ENSG00000168476,REEP4
ENSG00000169379,ARL13B
ENSG00000169607,CKAP2L
ENSG00000169679,BUB1
ENSG00000170860,LSM3
ENSG00000170959,DCDC1
ENSG00000171241,SHCBP1
ENSG00000171723,GPHN
ENSG00000171848,RRM2
ENSG00000171940,ZNF217
ENSG00000171960,PPIH
ENSG00000172172,MRPL13
ENSG00000172244,C5ORF34
ENSG00000172336,POP7
ENSG00000172409,CLP1
ENSG00000172785,CBWD1
ENSG00000172809,RPL38
ENSG00000174442,ZWILCH
ENSG00000174652,ZNF266
ENSG00000175063,UBE2C
ENSG00000175548,ALG10B
ENSG00000175782,SLC35E3
ENSG00000176014,TUBB6
ENSG00000176102,CSTF3
ENSG00000177602,HASPIN
ENSG00000178104,PDE4DIP
ENSG00000178567,EPM2AIP1
ENSG00000178921,PFAS
ENSG00000178999,AURKB
ENSG00000179750,APOBEC3B
ENSG00000180008,SOCS4
ENSG00000180573,H2AC6
ENSG00000181938,GINS3
ENSG00000181991,MRPS11
ENSG00000182004,SNRPE
ENSG00000182010,RTKN2
ENSG00000182263,FIGN
ENSG00000183647,ZNF530
ENSG00000183814,LIN9
ENSG00000183856,IQGAP3
ENSG00000184357,H1-5
ENSG00000184445,KNTC1
ENSG00000184661,CDCA2
ENSG00000185261,KIAA0825
ENSG00000189057,FAM111B
ENSG00000196290,NIF3L1
ENSG00000196747,H2AC13
ENSG00000196873,CBWD3
ENSG00000198556,ZNF789
ENSG00000198826,ARHGAP11A
ENSG00000198862,LTN1
ENSG00000203814,H2BC18
ENSG00000203852,H3C15
ENSG00000204197,KIFC1
ENSG00000204519,ZNF551
ENSG00000205208,C4ORF46
ENSG00000205659,LIN52
ENSG00000225452,RNF5
ENSG00000227315,NEU1
ENSG00000229809,ZNF688
ENSG00000233822,H2BC15
ENSG00000234289,H2BS1
ENSG00000239306,RBM14
ENSG00000241058,NSUN6
ENSG00000243667,WDR92
ENSG00000243811,APOBEC3D
ENSG00000257365,FNTB
ENSG00000262634,SKA1
ENSG00000273983,H3C8
ENSG00000274290,H2BC6
ENSG00000274750,H3C6
ENSG00000274997,H2AC12
ENSG00000275714,H3C1
ENSG00000276368,H2AC14
ENSG00000277075,H2AC8
ENSG00000277909,SPC25
ENSG00000278023,RDM1
ENSG00000281665,KIAA1143
ENSG00000287080,H3C3
