gene_stable_id,gene_name
ENSG00000174871,CNIH2
ENSG00000164855,TMEM184A
ENSG00000179583,CIITA
ENSG00000187098,MITF
ENSG00000196233,LCOR
ENSG00000169184,MN1
ENSG00000149792,MRPL49
ENSG00000170873,MTSS1
ENSG00000129422,MTUS1
ENSG00000132128,LRRC41
ENSG00000111049,MYF5
ENSG00000149294,NCAM1
ENSG00000154654,NCAM2
ENSG00000020129,NCDN
ENSG00000162992,NEUROD1
ENSG00000181965,NEUROG1
ENSG00000100968,NFATC4
ENSG00000177551,NHLH2
ENSG00000187566,NHLRC1
ENSG00000123213,NLN
ENSG00000113971,NPHP3
ENSG00000163273,NPPC
ENSG00000106236,NPTX2
ENSG00000175745,NR2F1
ENSG00000158458,NRG2
ENSG00000166321,NUDT13
ENSG00000108848,LUC7L3
ENSG00000114026,OGG1
ENSG00000079482,OPHN1
ENSG00000123353,ORMDL2
ENSG00000089041,P2RX7
ENSG00000078589,P2RY10
ENSG00000070756,PABPC1
ENSG00000007372,PAX6
ENSG00000143164,DCAF6
ENSG00000118946,PCDH17
ENSG00000184226,PCDH9
ENSG00000102109,PCSK1N
ENSG00000174827,PDZK1
ENSG00000179010,MRFAP1
ENSG00000137558,PI15
ENSG00000131788,PIAS3
ENSG00000069011,PITX1
ENSG00000164093,PITX2
ENSG00000181690,PLAG1
ENSG00000196767,POU3F4
ENSG00000109819,PPARGC1A
ENSG00000126432,PRDX5
ENSG00000181929,PRKAG1
ENSG00000108671,PSMD11
ENSG00000144407,PTH2R
ENSG00000112655,PTK7
ENSG00000134644,PUM1
ENSG00000125970,RALY
ENSG00000077092,RARB
ENSG00000058335,RASGRF1
ENSG00000159788,RGS12
ENSG00000067560,RHOA
ENSG00000114993,RTKN
ENSG00000115310,RTN4
ENSG00000256463,SALL3
ENSG00000132581,SDF2
ENSG00000075213,SEMA3A
ENSG00000153914,SREK1
ENSG00000197860,SGTB
ENSG00000140090,SLC24A4
ENSG00000144290,SLC4A10
ENSG00000164889,SLC4A2
ENSG00000178235,SLITRK1
ENSG00000132639,SNAP25
ENSG00000134532,SOX5
ENSG00000185591,SP1
ENSG00000080603,SRCAP
ENSG00000141298,SSH2
ENSG00000168610,STAT3
ENSG00000117632,STMN1
ENSG00000168952,STXBP6
ENSG00000109111,SUPT6H
ENSG00000125755,SYMPK
ENSG00000135316,SYNCRIP
,TAFA1
ENSG00000164532,TBX20
ENSG00000140262,TCF12
ENSG00000145022,TCTA
ENSG00000119699,TGFB3
ENSG00000159495,TGM7
ENSG00000106829,TLE4
ENSG00000149115,TNKS1BP1
ENSG00000106477,CEP41
ENSG00000183801,OLFML1
ENSG00000173660,UQCRH
ENSG00000128564,VGF
ENSG00000180663,VN1R3
ENSG00000163032,VSNL1
ENSG00000117523,PRRC2C
ENSG00000006047,YBX2
ENSG00000181722,ZBTB20
ENSG00000152433,ZNF547
